약국ID,주소,약국명,대표전화1,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,병원경도,병원위도,작업일시
C1104624,서울특별시 동작구 만양로 86 (노량진동),찬솔약국,02-815-8868,2100,2100,2100,2100,2100,2100,2100,2100,900,900,900,900,900,900,1000,1000,69,14,126.9446185,37.51121603,42:17.0
C1104320,서울특별시 마포구 양화로 73 (서교동),참마음약국,02-3141-0258,2130,2130,2130,2130,2130,1500,2100,2100,900,900,900,900,900,900,1000,1000,40,37,126.915962,37.55144504,42:17.0
C1104701,서울특별시 노원구  동일로  1382 (상계동),참말로친절한약국,02-932-1186,2000,2000,2000,2000,2000,1600,2100,2100,900,900,900,900,900,900,1200,1200,17,51,127.0615539,37.65199466,42:17.0
C1107099,서울특별시 강서구 공항대로41길 66 (등촌동) 133호,참미래약국,02-2063-3549,2000,2000,2000,2000,2000,1530,2100,2100,830,830,830,830,830,830,1200,1200,75,87,126.8465807,37.56063031,42:17.0
C1101109,서울특별시 노원구 한글비석로 269 105호 (중계동 마들프라자),참미소약국,02-931-1011,2000,2000,2000,2000,2000,1630,2100,2100,900,900,900,900,900,900,1200,1200,17,14,127.0767897,37.65171939,42:17.0
C1102502,서울특별시 강북구 한천로105길 7 207호 (번동 주공아파트1단지상가),참바로약국,02-987-9885,1900,1900,1900,1900,1900,1700,2100,2100,900,900,900,900,900,900,1200,1200,12,30,127.0479374,37.62348081,42:17.0
C1109011,서울특별시 관악구 신원로 35 삼모 더 프라임 타워 1층 (신림동),참바른약국,02-875-2555,1830,1830,1830,1830,1830,1300,2100,2100,900,900,900,900,900,900,1200,1200,87,76,126.9290234,37.48231224,42:17.0
C1103794,서울특별시 동작구 신대방1가길 38 105동 3층 309호 (신대방동 동작상떼빌아파트),참사랑약국,02-831-4091,1830,1830,1830,1830,1830,1530,2100,2100,900,900,900,900,900,900,1200,1200,70,72,126.9069377,37.48789955,42:17.0
C1108322,서울특별시 금천구 가산디지털1로 171 가산 에스케이 브이원 센터 1층 117호 (가산동),가디온누리약국,02-6674-5544,1900,1900,1900,1900,1900,2200,2200,1700,830,830,830,830,830,900,900,1000,85,3,126.8812547,37.480791,42:03.0
C1103503,서울특별시 성북구 장위로 107 (장위동),참사랑약국,02-942-3137,1500,1500,1500,1500,1500,1530,2100,2100,830,830,830,830,830,900,1200,1200,27,56,127.0487116,37.61374156,42:17.0
C1102492,서울특별시 광진구 용마산로 23 1층 (중곡동),참사랑약국,02-446-8543,2130,2130,2130,2130,2130,1630,2100,2100,830,830,830,830,830,830,1200,1200,49,31,127.0879542,37.55575255,42:17.0
C1100564,서울특별시 강북구 도봉로 197 (미아동),참사랑약국,02-945-4548,1900,1900,1900,1900,1900,1600,2100,2100,900,900,900,900,900,900,1200,1200,11,26,127.0258563,37.62630495,42:17.0
C1100324,서울특별시 성동구 마장로 300 (마장동),참사랑약국,02-2292-7369,1900,1900,1900,1900,1900,1500,2100,2100,900,900,900,900,900,900,1200,1200,47,58,127.0430979,37.5658578,42:17.0
C1102491,서울특별시 동대문구 답십리로56길 21 상가동 102호 (답십리동 두산아파트),참사랑약국,02-2213-7588,2000,2000,2000,2000,2000,1600,2100,2100,900,900,900,900,900,900,1200,1200,26,13,127.0598623,37.57007076,42:17.0
C1104463,서울특별시 관악구 호암로26길 1 (신림동),참사랑약국,02-882-5618,2200,2200,2200,2200,2200,2200,2100,2100,900,900,900,900,900,900,1000,1000,88,12,126.933936,37.4710148,42:17.0
C1100367,서울특별시 은평구 응암로 323 (응암동),참사랑약국,02-356-7676,2100,2100,2100,2100,2100,1800,2100,2100,830,830,830,830,830,830,1000,1000,34,54,126.9218546,37.60018927,42:17.0
C1100597,서울특별시 송파구 올림픽로 212  (잠실동 갤러리아팰리스),참사랑약국,02-2144-6661,2000,2000,2000,2000,2000,1600,2100,2100,900,900,900,900,900,900,1000,1000,55,53,127.0935628,37.51149365,42:17.0
C1104436,서울특별시 영등포구 도신로29사길 1 1층 (영등포동),참사랑약국,02-842-6282,1900,1900,1900,1900,1900,1400,2100,2100,900,900,900,900,900,900,1000,1000,73,68,126.9047838,37.51012746,42:17.0
C1108900,서울특별시 마포구 연남로 42 상가B동 117호 (연남동 코오롱하늘채아파트),참사랑이화약국,02-6358-5865,1930,1930,1930,1930,1930,1600,2100,2100,900,900,900,900,900,900,1000,1000,39,89,126.9215448,37.5630867,42:17.0
C1109071,서울특별시 강동구 천호대로 1089 복합시설동 지1층 B20호 (천호동 강동 헤르셔),참새약국,02-2681-1141,2030,2030,2030,2030,2030,1600,2100,2100,830,830,830,830,830,830,1000,1000,53,39,127.1331156,37.53660488,42:17.0
C1103078,서울특별시 관악구 남부순환로 1862 (봉천동),참성심약국,02-887-1131,1900,1900,1900,1900,1900,1530,2100,2100,840,840,840,840,840,840,1000,1000,87,89,126.9565312,37.4795308,42:17.0
C1108685,서울특별시 송파구 양재대로 1222 올림픽프라자 3층 15호 (방이동),참소망약국,02-408-3393,1900,1900,1900,1900,1900,1530,2100,2100,900,900,900,900,900,900,1000,1000,56,48,127.1310632,37.51572764,42:17.0
C1100690,서울특별시 도봉구 노해로69길 25,태평양약국,02-999-5006,2100,2100,2100,2100,2100,2100,2000,2100,900,900,900,900,900,900,830,900,14,14,127.0505579,37.65353997,42:05.0
C1103927,서울특별시 노원구 섬밭로 209,참약국,02-979-2204,1900,1900,1900,1900,1900,1630,2100,2100,900,900,900,900,900,900,1000,1000,17,76,127.0642455,37.63544548,42:17.0
C1100602,서울특별시 성북구 종암로21길 3 (종암동 용진빌딩),참약국,02-922-9458,2000,2000,2000,2000,2000,1700,2100,2100,900,900,900,900,900,900,1000,1000,28,4,127.034184,37.59883456,42:17.0
C1107826,서울특별시 마포구 와우산로 149 1층,참약국,070-8163-2488,2300,2300,2300,2300,2300,2300,2300,2300,1030,1030,1030,1030,1030,1030,1030,1030,40,52,126.9297066,37.55460391,42:17.0
C1100043,서울특별시 송파구 올림픽로35가길 9 219호 (신천동 잠실 푸르지오 월드마크),참약국,02-422-8408,2000,2000,2000,2000,1900,1400,2300,2300,900,900,900,900,900,900,1030,1030,55,10,127.1034468,37.51748354,42:17.0
C1102494,서울특별시 광진구 자양로15길 9 3층 (자양동),참약국,02-457-2922,1800,1800,1800,1800,1800,1700,2300,2300,1000,1000,1000,1000,1000,900,1030,1030,50,56,127.0832829,37.5358727,42:17.0
C1100601,서울특별시 강남구 일원로 95,참약국,02-3412-2577,1840,1840,1840,1840,1840,1300,2300,2300,900,900,900,900,900,900,1030,1030,63,51,127.0835134,37.48574329,42:17.0
C1104163,서울특별시 도봉구 해등로 190 2층 217호 (쌍문동 신원주상복합2차아파트),참약국,02-990-8677,1830,1830,1830,1830,1830,1300,2300,2300,900,900,900,900,900,900,1030,1030,13,94,127.0357876,37.65825187,42:17.0
C1108975,서울특별시 강북구 한천로 1118 JK빌딩 1층 104호 (수유동),참약국,02-992-8789,2100,2100,2100,2100,2100,2100,2300,2300,900,900,900,900,900,900,1030,1030,10,48,127.0201953,37.64499006,42:17.0
C1100600,서울특별시 종로구 종로 22 606호(서린동인주빌딩),참약국,02-737-4855,1800,1800,1800,1800,1800,1300,2300,2300,900,900,900,900,900,900,1030,1030,31,88,126.9796747,37.56987515,42:17.0
C1108811,서울특별시 영등포구 영신로19길 18 금영빌딩 1층 (영등포동),참약국,02-6951-1390,1930,1930,1930,1930,1930,1430,2300,2300,900,900,900,900,900,900,1030,1030,73,66,126.9057768,37.51397076,42:17.0
C1104916,서울특별시 중랑구 상봉중앙로1길 12  (상봉동),참약국,02-2208-1156,1900,1900,1900,1900,1900,1400,2300,2300,900,900,900,900,900,900,1030,1030,20,91,127.0874532,37.5996025,42:17.0
C1100614,서울특별시 관악구 남부순환로 2062 (남현동),참약사 장수약국,02-598-1955,2200,2200,2200,2200,2200,2200,2200,2300,900,900,900,900,900,900,830,1030,88,6,126.9777443,37.47643137,42:17.0
C1109280,서울특별시 강동구 풍성로51길 3 1층 (성내동),참약사강동메디컬약국,02-6956-3098,1800,1800,1800,1800,1800,1300,2200,2300,900,900,900,900,900,900,830,1030,53,77,127.1325105,37.53010953,42:17.0
C1107435,서울특별시 성북구 종암로 122 1층 (종암동 시원빌딩),참약사약국,02-943-1226,1930,1930,1930,1930,1930,1500,2200,2300,830,830,830,830,830,800,830,1030,27,97,127.0339547,37.60120135,42:17.0
C1104156,서울특별시 성북구  동소문로  18-1 (동소문동2가),참약사엘림약국,02-764-5291,1900,1900,1900,1900,1900,1500,2200,2300,900,900,900,900,900,900,830,1030,28,60,127.008288,37.58915068,42:17.0
C1108044,서울특별시 중랑구 겸재로 164 1층 103호 (면목동),참약사엠바른약국,02-2039-0244,2000,2000,2000,2000,2000,1500,2200,2300,900,900,900,900,900,900,830,1030,22,18,127.0859448,37.58779702,42:17.0
C1107404,서울특별시 구로구 오리로 1149 B108호 (오류동 랑데르),참온누리약국,070-4222-1177,2000,2000,2000,2000,2000,1630,2200,2300,900,900,900,900,900,900,830,1030,83,63,126.8383319,37.48671143,42:17.0
C1107037,서울특별시 용산구 신흥로 150-1 (후암동),참온누리약국,02-754-5682,2100,2100,2100,2100,2100,2100,1600,2300,900,900,900,900,900,900,900,1030,43,37,126.9815413,37.54667298,42:17.0
C1102495,서울특별시 동대문구 천호대로 307 106호(답십리동클래식타워),참이화약국,02-2247-5029,2000,2000,2000,2000,2000,1500,1600,2300,900,900,900,900,900,900,900,1030,26,4,127.0547948,37.56573852,42:17.0
C1108183,서울특별시 종로구 송월길 99 1층 2156호 (홍파동 경희궁자이 2단지),참자연약국,02-725-9880,1900,1900,1900,1900,1900,1200,1600,2300,1000,1000,1000,1000,1000,1000,900,1030,31,65,126.9622964,37.57091964,42:17.0
C1108888,서울특별시 중랑구 동일로 952 1층 101-2호 (묵동 로프트원 태릉입구역),참조아약국,02-976-3323,2000,2000,2000,2000,2000,1400,1600,2300,800,800,800,800,800,800,900,1030,20,33,127.0768805,37.61533312,42:17.0
C1102496,서울특별시 광진구 광나루로 366 (화양동),참조은약국,02-467-8893,2130,2130,2130,2130,2130,2130,1600,2300,900,900,900,900,900,900,900,1030,50,8,127.0702973,37.54784191,42:17.0
C1108318,서울특별시 노원구 상계로3길 10 한일빌딩 106호 (상계동),참조은약국,02-6397-6262,2000,2000,2000,2000,2000,2000,2100,2300,900,900,900,900,900,900,1400,1030,16,93,127.0625519,37.65670483,42:17.0
C1108253,서울특별시 관악구 남부순환로 1814 대연빌딩 1층 (봉천동),참조은약국,02-872-8722,2100,2100,2100,2100,2100,1600,1600,1600,900,900,900,900,900,900,900,900,87,87,126.9515647,37.48103536,42:17.0
C1107783,서울특별시 마포구 마포대로 92 1층 (도화동 효성 해링턴 스퀘어),참조은약국,02-715-8953,2100,2100,2100,2100,2100,1600,1600,1600,900,900,900,900,900,900,900,800,41,68,126.9513346,37.54284416,42:17.0
C1100603,서울특별시 구로구 경인로 433-1 (고척동),참조은약국,02-2617-5546,1830,1830,1830,1830,1830,1400,1600,1600,900,900,900,900,900,900,900,800,82,23,126.8670387,37.49979432,42:17.0
C1107933,서울특별시 종로구 종로 266 동대문종합시장 A동 7층 705호 (종로6가),참조은약국,02-2272-0535,1830,1830,1830,1830,1830,1330,1600,1600,800,800,800,800,800,800,900,800,31,98,127.0073306,37.57070559,42:17.0
C1104270,서울특별시 강남구 논현로 507  (역삼동),참좋은선약국,02-3453-3501,1900,1900,1900,1900,1900,1400,1600,1600,900,900,900,900,900,900,900,800,61,32,127.0361578,37.50157912,42:17.0
C1108331,서울특별시 송파구 중대로 105 가락 ID TOWER 104호 (가락동),참좋은약국,02-2043-7525,1830,1830,1830,1830,1830,1330,1600,1600,900,900,900,900,900,900,900,800,57,19,127.1200547,37.49358759,42:17.0
C1107047,서울특별시 구로구 구로중앙로 134 4층 (구로동),참좋은약국,02-6678-8422,1300,1300,1300,1300,1300,1300,1600,1600,830,830,830,830,830,830,900,800,82,93,126.8840967,37.49998888,42:17.0
C1107792,서울특별시 도봉구 도봉로 496 1층 102호 (창동),참좋은약국,02-900-2055,1900,1900,1900,1900,1900,1400,1600,1600,900,900,900,900,900,900,900,800,14,53,127.0357354,37.64970635,42:17.0
C1104344,서울특별시 강남구 테헤란로87길 17,참좋은약국,02-508-1363,2130,2130,2130,2130,2130,1800,1600,1600,900,900,900,900,900,900,900,800,61,69,127.058344,37.50874437,42:17.0
C1100559,서울특별시 강동구 성안로 156 (길동),참좋은온누리약국,02-478-3905,1900,1900,1900,1900,1900,1600,1600,1600,830,830,830,830,830,830,900,800,53,54,127.1355338,37.53681494,42:17.0
C1100448,서울특별시 서대문구 북아현로 52 (북아현동),참진 온누리 약국,02-313-1549,2000,2000,2000,2000,2000,1600,1600,1600,900,900,900,900,900,900,900,800,37,55,126.9558917,37.56198611,42:17.0
C1108760,서울특별시 은평구 역말로 40 무궁화빌딩 (역촌동),참진약국,02-356-6588,2000,2000,2000,2000,2000,1500,1600,1600,900,900,900,900,900,900,900,800,34,17,126.9146733,37.60563394,42:17.0
C1107839,서울특별시 송파구 백제고분로 463 웅산빌딩 201호 (방이동),참플러스약국,02-3432-0419,1830,1830,1830,1830,1830,1400,1200,1600,900,900,900,900,900,900,900,800,55,50,127.112814,37.51188433,42:17.0
C1109401,서울특별시 송파구 충민로 52 가든파이브웍스 BF1086호 (문정동),참한약국,02-2047-1970,1930,1930,1930,1930,1930,1900,1200,1600,900,900,900,900,900,1200,900,800,58,39,127.122746,37.47771763,42:17.0
C1102476,서울특별시 송파구 송이로 76 뉴스타트병원 (가락동),참행복한약국,02-3401-4177,1830,1830,1830,1830,1830,1400,1200,1600,900,900,900,900,900,900,900,800,57,7,127.11948,37.49911314,42:17.0
C1100451,서울특별시 양천구 목동중앙북로 13-1 (목동),창대온누리약국,02-2653-6788,2200,2200,2200,2200,2200,2200,2200,1600,900,900,900,900,900,900,1030,800,79,46,126.8651641,37.54857963,42:17.0
C1104357,서울특별시 노원구 동일로182길 20 (공릉동),창덕약국,02-972-2933,2500,2500,2500,2500,2500,2500,2500,2500,900,900,900,900,900,2200,2200,2200,18,45,127.0753309,37.62298477,42:17.0
C1104398,서울특별시 도봉구 덕릉로 223 (창동),창동남대문약국,02-995-6005,2200,2200,2200,2200,2200,2200,2100,2500,900,900,900,900,900,900,1000,2200,14,71,127.0373478,37.63813091,42:17.0
C1100476,서울특별시 도봉구 노해로 341 305호 (창동 창동신원리베르텔),창동이화약국,02-906-0101,1900,1900,1900,1900,1900,1600,1300,2500,830,830,830,830,830,900,900,2200,14,5,127.0459123,37.65144353,42:17.0
C1104219,서울특별시 도봉구 노해로63길 84-3 1층 (창동),창동종로약국,02-992-2376,2130,2130,2130,2130,2130,2130,1930,1930,800,800,800,800,800,800,800,800,14,5,127.0469511,37.65278739,42:17.0
C1106955,서울특별시 종로구 지봉로 77-3 1층 (창신동),창신사랑온누리약국,02-744-2506,2100,2100,2100,2100,2100,2100,2030,2000,900,900,900,900,900,900,900,900,30,95,127.0152375,37.57691449,42:17.0
C1104543,서울특별시 종로구 창신길 47 (창신동),창신종로약국,02-3672-0845,2000,2000,2000,2000,2000,2100,2000,2000,800,800,800,800,800,900,800,900,30,97,127.0104553,37.57375793,42:17.0
C1100447,서울특별시 서대문구 인왕시장길 12 (홍제동),창일약국,02-379-1914,1930,1930,1930,1930,1930,1800,2000,2000,840,840,840,840,840,1100,800,900,36,28,126.9425124,37.59095336,42:17.0
C1102401,서울특별시 강남구 선릉로 815  (신사동),창현약국,02-542-7658,2100,2100,2100,2100,2100,1800,2000,2000,900,900,900,900,900,900,800,900,60,19,127.0394189,37.52482213,42:17.0
C1108542,서울특별시 중랑구 봉화산로 39 HJ빌딩 1층 103호 (중화동),채움약국,02-433-1912,2000,2000,2000,2000,2000,1400,1300,1300,900,900,900,900,900,900,900,900,20,17,127.0786136,37.60174227,42:17.0
C1107372,서울특별시 강남구 압구정로34길 11 103호 (신사동 압구정스퀘어),채움약국,070-4671-3893,1800,1800,1800,1800,1800,1400,1300,1300,900,900,900,900,900,900,900,900,60,23,127.0309753,37.52737814,42:17.0
C1108670,서울특별시 송파구 송파대로36길 30 1층 101호 (송파동),천공약국,02-412-3418,2000,2000,2000,2000,2000,1700,1300,1300,900,900,900,900,900,900,900,900,56,78,127.1150278,37.50116303,42:18.0
C1100443,서울특별시 서초구 사평대로 205  (반포동),천사약국,02-6282-1004,1930,1900,1900,1900,1900,1800,1300,1800,830,830,830,830,830,830,900,1000,65,45,127.005982,37.50373399,42:18.0
C1109070,서울특별시 마포구 희우정로12길 16 2층 (망원동),태이린한약국,02-6949-2579,2000,1900,1900,1900,1900,1900,1300,1900,900,1100,1100,1100,1100,1100,900,1100,40,17,126.903881,37.55363381,42:13.0
C1100317,서울특별시 강동구 구천면로 297 (천호동),천사약국,02-482-8484,2130,2130,2130,2130,2130,2130,1300,1800,900,900,900,900,900,900,900,1000,53,20,127.1339273,37.54640904,42:18.0
C1103284,서울특별시 강남구 일원로 95  (일원동),천사약국,02-459-3702,2030,2030,2030,2030,1900,1800,1300,1800,830,830,830,830,830,900,900,1000,63,51,127.0835257,37.48573705,42:18.0
C1107042,서울특별시 은평구 통일로 856 (불광동),천사약국,02-359-5005,2100,2100,2100,2100,2100,2100,2100,1800,900,900,900,900,900,900,900,1000,33,45,126.9215216,37.61962159,42:18.0
C1102133,서울특별시 송파구 송파대로 286 신흥빌딩 (가락동),가락약국,02-449-8421,2100,2100,2100,2100,2100,1900,2200,1800,900,900,900,900,900,900,900,900,57,11,127.1171846,37.49492756,42:03.0
C1100147,서울특별시 마포구 양화로 48 1층 (합정동),천사약국,02-332-8008,2200,2200,2200,2200,2200,1900,1900,1900,800,800,800,800,800,800,800,800,40,46,126.9143618,37.54942926,42:18.0
C1103711,서울특별시 송파구 새말로8길 27 봉의빌딩 1층 (문정동),천사약국,02-403-7574,2100,1930,1930,2100,1930,1530,1900,1900,900,900,900,900,900,900,800,800,58,10,127.1269265,37.4802235,42:18.0
C1109483,서울특별시 동대문구 왕산로26길 13 1층 (용두동),천사약국,02-965-7804,1900,1900,1900,1900,1900,1330,1900,1900,830,830,830,830,830,830,800,800,25,66,127.0367015,37.57744388,42:18.0
C1104739,서울특별시 동작구 서달로 146 (흑석동),천사온누리약국,02-812-3660,2200,2200,2200,2200,2200,2100,1900,1900,830,830,830,830,830,830,1200,1200,69,80,126.961501,37.5063429,42:18.0
C1100445,서울특별시 금천구 시흥대로 274,천세약국,02-802-4303,2200,2200,2200,2200,2200,1300,1900,1900,900,900,900,900,900,900,1200,1200,86,23,126.8996042,37.45808863,42:18.0
C1102423,서울특별시 강서구 가로공원로76길 63 (화곡동),천수약국,02-2692-3552,2200,2200,2200,2200,2200,2200,2200,1900,900,900,900,900,900,900,900,1200,77,67,126.8382639,37.53434722,42:18.0
C1104830,서울특별시 금천구 가산로 111,천수온누리약국,02-864-3897,2200,2200,2200,2200,2200,2200,2200,1900,900,900,900,900,900,900,900,1200,85,20,126.8929276,37.47562856,42:18.0
C1102398,서울특별시 영등포구 영등포로 231-1 (영등포동5가),천우약국,02-2634-1556,2030,2030,2030,2030,2030,2030,2200,2030,800,800,800,800,800,800,900,800,72,50,126.9072602,37.51972331,42:18.0
C1100586,서울특별시 영등포구 시흥대로 659 1층 (대림동),천지당약국,02-832-5867,2100,2100,2100,2100,2100,2000,2000,2000,830,830,830,830,830,830,1000,1000,74,42,126.907495,37.49084808,42:18.0
C1100588,서울특별시 양천구 중앙로 282 (신정동에이스빌딩),천지인약국,02-2603-2366,2100,2100,2100,2100,2100,1600,2000,2000,830,830,830,830,830,830,1000,1000,80,26,126.8526697,37.52158876,42:18.0
C1100590,서울특별시 강동구 천호대로 1006 (성내동),천호브라운스톤약국,02-475-3307,1900,1900,1900,1900,1900,1500,2000,2000,930,930,930,930,930,930,1000,1000,53,78,127.1237757,37.53802506,42:18.0
C1100591,서울특별시 송파구 바람드리길 62 (풍납동),천호푸른약국,02-476-2106,2000,2000,2000,2000,2000,1200,2000,2000,900,900,900,900,900,900,1000,1000,55,19,127.1224093,37.53668556,42:18.0
C1108426,서울특별시 중구 청계천로 14 한국정보화진흥원 1층 (무교동),청계약국,070-4151-0110,1930,1930,1930,1930,1930,1900,2100,2100,930,930,930,930,930,930,1000,1000,45,20,126.9788192,37.56879021,42:18.0
C1100621,서울특별시 광진구 아차산로 502 진넥스 오딧세이 106107호 (광장동),청구약국,02-2201-6688,1930,1930,1930,1930,1930,1530,1900,2100,900,900,900,900,900,900,1500,1000,49,74,127.0972746,37.54137488,42:18.0
C1103271,서울특별시 강북구 삼양로 255 (미아동),청구약국,02-989-1449,2200,2200,2200,2200,2200,2200,1900,2100,800,800,800,800,800,800,1500,1000,11,10,127.0180297,37.62615864,42:18.0
C1100282,서울특별시 은평구 통일로83길 5-6 (갈현동),청구프라자약국,02-389-3825,1830,1830,1830,1830,1830,1500,1900,2100,730,730,730,730,730,730,1500,1000,33,30,126.9191237,37.62069755,42:18.0
C1109429,서울특별시 노원구 공릉로 213 102동 103호 (공릉동 동신아파트),청년약국,070-7763-3297,2200,2200,2200,2200,2200,2200,2200,2200,1100,1100,1100,1100,1100,1100,1100,1100,18,33,127.0773923,37.62788039,42:18.0
C1100543,서울특별시 중랑구 망우로 171 1층 (중화동),탑약국,02-495-9928,1830,1830,1830,1830,1700,1700,1400,1800,900,900,900,1400,900,900,900,1200,21,15,127.0717292,37.59316201,42:07.0
C1108790,서울특별시 강남구 선릉로 834 모던빌딩 1층 (청담동),청담더약국,02-3444-0410,2030,2100,1930,2030,2100,1800,2200,2200,900,900,900,930,900,900,1100,1100,60,14,127.0404453,37.52643787,42:18.0
C1109104,서울특별시 강남구 도산대로49길 16 1층 102호 (신사동),청담라인약국,02-548-6612,2100,2100,2100,1900,2100,1700,2200,2200,1000,1000,1000,1000,1000,1000,1100,1100,60,19,127.0373685,37.52391248,42:18.0
C1100124,서울특별시 강남구 삼성로 772,청담메디웰약국,02-540-4324,1900,1900,1900,1900,1900,1600,2200,2200,930,930,930,930,930,930,1100,1100,60,70,127.0480383,37.52354324,42:18.0
C1107275,서울특별시 강남구 학동로 501 4층 일부호 (청담동),청담명약국,02-512-0556,1900,1900,1900,1900,1900,1700,2200,2200,800,800,800,800,800,800,1100,1100,60,74,127.050469,37.51915788,42:18.0
C1108327,서울특별시 강남구 선릉로 612 한일빌딩 1층 (삼성동),청담밝은약국,02-543-7972,2000,2000,2000,2000,2000,1700,2200,2200,1000,1000,1000,1000,1000,1000,1100,1100,60,97,127.0437453,37.51152365,42:18.0
C1102121,서울특별시 중랑구 면목로39길 8 한성빌딩 (면목동),365밝은약국,02-435-0365,2100,2100,2100,2100,2100,1700,2100,2100,900,900,900,900,900,900,900,900,22,38,127.0871718,37.57976287,42:03.0
C1102831,서울특별시 강동구 고덕로 131 513호(암사동롯데캐슬퍼스트상가),태린약국,02-427-2949,1900,1900,1900,1900,1900,1600,1900,1900,900,900,900,900,900,900,1500,1500,52,36,127.1438382,37.55516792,42:07.0
C1104183,서울특별시 강남구 학동로97길 20,청담본약국,02-540-1038,1900,1900,1900,1900,1900,1600,2200,2200,830,830,830,830,830,830,1100,1100,60,72,127.0555209,37.52115422,42:18.0
C1109335,서울특별시 강남구 삼성로119길 8 강남대학교 청담 카이로스 빌딩 1층 106호 (삼성동),청담사랑온누리약국,02-511-1500,1900,2100,1900,1900,2100,1500,2200,2200,900,900,900,900,900,900,1100,1100,60,91,127.0506329,37.51624288,42:18.0
C1102514,서울특별시 강남구 학동로 423,청담수약국,02-548-8322,1900,1900,1900,1900,1900,1900,1900,1900,900,900,900,900,900,900,900,1000,60,68,127.0466867,37.51835763,42:18.0
C1108609,서울특별시 강남구 학동로 503 한성빌딩 1층 106호 (청담동),청담약국,02-540-6193,1800,1800,1800,1800,1800,1300,1900,1900,900,900,900,900,900,900,900,1000,60,74,127.0507902,37.51917937,42:18.0
C1109404,서울특별시 강남구 도산대로 330 서림빌딩 1층 (논현동),청담엔약국,02-543-3303,2030,2030,2100,2030,2030,1800,1900,1900,900,900,900,900,900,900,900,1000,60,55,127.0381161,37.52243874,42:18.0
C1108291,서울특별시 강남구 학동로 521 1층 (청담동),청담온누리약국,02-518-1355,1900,1800,1900,1900,1900,1700,1900,1900,900,930,900,900,900,900,900,1000,60,72,127.0557998,37.52004567,42:18.0
C1107373,서울특별시 강남구 압구정로 461 B104호 (청담동),청담와이약국,02-512-7262,1900,1900,1900,1900,1900,1700,1900,1900,1000,1000,1000,1000,1000,1000,900,1000,60,11,127.0472331,37.5252536,42:18.0
C1104617,서울특별시 강남구 선릉로130길 20,청담이화약국,02-545-2929,1830,1830,1300,1830,1830,1300,1900,1900,900,900,900,900,900,900,900,1000,60,88,127.0426995,37.51654629,42:18.0
C1103751,서울특별시 동대문구 왕산로 214 403호 (전농동),청량리중앙약국,02-3707-1588,2200,2200,2200,2200,2200,2200,2200,1900,900,900,900,900,900,900,1000,1000,25,55,127.0478293,37.58075624,42:18.0
C1104235,서울특별시 은평구 가좌로 233 연희타워 103호 (응암동),청룡중앙약국,02-303-6550,1900,1900,1900,1900,1900,1700,2200,1900,930,930,930,930,930,930,1000,1000,34,84,126.9330259,37.59910392,42:18.0
C1102608,서울특별시 노원구 월계로45가길 94,청백약국,02-906-0565,2100,2100,2100,2100,2100,2100,2200,1900,830,830,830,830,830,830,1000,1000,18,76,127.0510333,37.63215418,42:18.0
C1100283,서울특별시 강북구 삼양로 623 1층 (우이동),청백약국,02-993-2787,2200,2200,2200,2200,2200,1500,2200,1900,900,900,900,900,900,900,1000,1000,10,5,127.0136143,37.65845141,42:18.0
C1102400,서울특별시 도봉구 노해로69길 103 상가동 107호 (창동 동아청솔아파트),청솔동아약국,02-990-3378,1900,1900,1900,1900,1900,1400,2200,1900,930,930,930,930,930,930,1000,1000,14,11,127.0492954,37.65689932,42:18.0
C1100471,서울특별시 성북구 한천로 743 (장위동),청솔약국,02-909-8067,2100,2100,2100,2100,2100,2000,2200,1900,900,900,900,900,900,900,1000,1000,27,59,127.0509919,37.62250901,42:18.0
C1100470,서울특별시 동대문구 전농로10길 20 (답십리동 청솔우성아파트상가),청솔약국,02-3394-6600,1840,1840,1840,1840,1840,1320,2200,1900,900,900,900,900,900,900,1000,1000,25,36,127.0601286,37.57460803,42:18.0
C1108883,서울특별시 양천구 월정로 50 1층 121호 (신월동 청솔아파트),청솔약국,02-2690-2106,1900,1900,1900,1900,1900,1300,2200,1900,900,900,900,900,900,900,1000,1000,79,36,126.8421378,37.52426159,42:18.0
C1100473,서울특별시 양천구 목동중앙본로7길 45 108호 (목동),청송온누리약국,02-2651-5319,2100,2100,2100,2100,2100,2100,2200,1900,900,900,900,900,900,900,1000,1000,79,60,126.8663216,37.5391565,42:18.0
C1103631,서울특별시 동대문구 천호대로25길 81 1층 103호 (용두동 랜드마크타워1),청수약국,02-3493-6912,2100,2100,2100,2100,2100,2100,2200,1900,900,900,900,900,900,900,1000,1000,25,85,127.0339531,37.57781159,42:18.0
C1107757,서울특별시 중구 무교로 15 1층 (무교동 남강건설회관빌딩),청실약국,02-3789-6953,1830,1830,1830,1830,1830,2100,2200,1900,930,930,930,930,930,900,1000,1000,45,20,126.9789238,37.56728016,42:18.0
C1107070,서울특별시 마포구 희우정로 42-9 101호 (합정동),청심약국,02-325-4552,2100,2100,2100,2100,2100,2100,2100,2100,900,900,900,900,900,900,1700,1430,40,20,126.9069406,37.55115356,42:18.0
